0.2217	0.05743	0.00505
0.61825	0.09086	0.00515
0.81835	0.09998	0.00525
0.74547	0.0918	0.00536
0.7076	0.08081	0.00547
0.6507	0.07607	0.00558
0.78937	0.06884	0.00569
0.73635	0.06878	0.0058
0.65305	0.05778	0.00592
0.72634	0.05996	0.00604
0.74817	0.05983	0.00616
0.73336	0.05444	0.00628
0.6619	0.0486	0.0064
0.55517	0.04279	0.00653
0.67572	0.04455	0.00666
0.5473	0.03942	0.0068
0.46354	0.03411	0.00693
0.42685	0.03172	0.00707
0.39953	0.02929	0.00721
0.31205	0.02603	0.00736
0.34761	0.02473	0.0075
0.27708	0.02274	0.00765
0.31284	0.02272	0.00781
0.40806	0.0234	0.00796
0.47072	0.023	0.00812
0.56701	0.02393	0.00829
0.66633	0.02473	0.00845
0.69029	0.02497	0.00862
0.80134	0.0242	0.00879
0.82029	0.02344	0.00897
0.76432	0.02222	0.00915
0.73583	0.02039	0.00933
0.66871	0.01897	0.00952
0.62645	0.01755	0.00971
0.58759	0.0166	0.0099
0.57746	0.01593	0.0101
0.56501	0.01519	0.0103
0.52199	0.01459	0.01051
0.49442	0.01402	0.01072
0.45649	0.01319	0.01093
0.45508	0.01248	0.01115
0.42944	0.01165	0.01137
0.4214	0.01115	0.0116
0.42737	0.01116	0.01183
0.43515	0.01099	0.01207
0.42613	0.01061	0.01231
0.39104	0.01009	0.01256
0.39749	0.01011	0.01281
0.37927	0.00931	0.01306
0.35999	0.0091	0.01333
0.36892	0.00907	0.01359
0.34196	0.00899	0.01386
0.32113	0.00835	0.01414
0.26516	0.00765	0.01442
0.28028	0.0081	0.01471
0.26873	0.00784	0.01501
0.23215	0.00716	0.01531
0.21002	0.00557	0.01561
0.19878	0.00522	0.01593
0.15331	0.00456	0.01624
0.13943	0.00408	0.01657
0.12868	0.0038	0.0169
0.10471	0.00334	0.01724
0.10225	0.00315	0.01758
0.0825	0.00281	0.01794
0.07704	0.0025	0.01829
0.05963	0.00215	0.01866
0.04688	0.00181	0.01903
0.03294	0.00143	0.01941
0.02053	0.00111	0.0198
0.01535	9.42567E-4	0.0202
0.01197	8.39313E-4	0.0206
0.01075	7.90413E-4	0.02101
0.0105	7.3422E-4	0.02143
0.0115	7.12887E-4	0.02186
0.01195	7.1316E-4	0.0223
0.01367	7.55287E-4	0.02275
0.01625	7.9678E-4	0.0232
0.01657	7.9294E-4	0.02366
0.0194	8.334E-4	0.02414
0.02198	8.52707E-4	0.02462
0.02266	8.44893E-4	0.02511
0.02141	8.14393E-4	0.02562
0.02067	7.64507E-4	0.02613
0.02027	7.2876E-4	0.02665
0.01734	6.61777E-4	0.02718
0.01417	5.68167E-4	0.02773
0.01282	5.10351E-4	0.02828
0.0105	4.34229E-4	0.02885
0.00871	3.73699E-4	0.02942
0.00742	3.49887E-4	0.03001
0.00627	2.98729E-4	0.03061
0.00482	2.5433E-4	0.03123
0.00444	2.38734E-4	0.03185
0.00479	2.38601E-4	0.03249
0.00524	2.44179E-4	0.03314
0.00478	2.24115E-4	0.0338
0.00508	2.23039E-4	0.03448
0.00448	2.09799E-4	0.03516
0.00481	2.12513E-4	0.03587
0.00434	1.96835E-4	0.03659
0.00378	1.7825E-4	0.03732
0.00279	1.51126E-4	0.03806
0.00167	1.20454E-4	0.03882
0.00144	1.0092E-4	0.0396
7.58733E-4	7.58133E-5	0.04039
4.14089E-4	5.64423E-5	0.0412
4.21792E-4	6.17872E-5	0.04203
9.01747E-4	7.81207E-5	0.04287
0.0013	9.49227E-5	0.04372
0.00211	1.25098E-4	0.0446
0.00296	1.43025E-4	0.04549
0.00356	1.52004E-4	0.0464
0.00363	1.55791E-4	0.04733
0.00349	1.51747E-4	0.04827
0.00304	1.40239E-4	0.04924
0.00265	1.27661E-4	0.05022
0.00181	1.01083E-4	0.05123
0.00134	8.22953E-5	0.05225
8.95767E-4	6.24331E-5	0.0533
3.84306E-4	4.46643E-5	0.05436
2.84257E-4	3.93981E-5	0.05545
1.88535E-4	3.96175E-5	0.05656
3.32655E-4	4.54635E-5	0.05769
3.75563E-4	4.93507E-5	0.05885
6.24986E-4	5.91043E-5	0.06002
5.17455E-4	5.36142E-5	0.06122
4.9932E-4	5.23471E-5	0.06245
3.49119E-4	4.71238E-5	0.0637
2.75807E-4	4.04994E-5	0.06497
2.42141E-4	3.41137E-5	0.06627
2.8192E-4	4.07165E-5	0.06759
2.65265E-4	4.33202E-5	0.06895
3.54835E-4	5.26083E-5	0.07033
3.16849E-4	5.07453E-5	0.07173
1.9584E-4	4.39163E-5	0.07317
1.58223E-4	4.45212E-5	0.07463
1.86675E-4	4.09383E-5	0.07612
8.98613E-5	3.39917E-5	0.07765
6.27953E-5	2.98297E-5	0.0792
7.35047E-5	5.60513E-5	0.08078
1.57719E-8	1.23556E-5	0.0824
