  1.783000000000000E-005  5.093390887933792E-003
  3.565999999999999E-005  5.093431059672000E-003
  5.348999999999999E-005  5.093482236483113E-003
  7.131999999999999E-005  5.093544426987244E-003
  8.914999999999999E-005  5.093617640987911E-003
  1.069800000000000E-004  5.093701889474057E-003
  1.248100000000000E-004  5.093797184622320E-003
  1.426400000000000E-004  5.093903539799767E-003
  1.604700000000000E-004  5.094020969566388E-003
  1.783000000000000E-004  5.094149489678452E-003
  1.961300000000000E-004  5.094289117091537E-003
  2.139600000000000E-004  5.094439869964121E-003
  2.317899999999999E-004  5.094601767661408E-003
  2.496200000000000E-004  5.094774830759191E-003
  2.674500000000000E-004  5.094959081048216E-003
  2.852800000000000E-004  5.095154541538684E-003
  3.031099999999999E-004  5.095361236464913E-003
  3.209399999999999E-004  5.095579191290366E-003
  3.387700000000000E-004  5.095808432712996E-003
  3.565999999999999E-004  5.096048988670604E-003
  3.744299999999999E-004  5.096300888346721E-003
  3.922600000000000E-004  5.096564162176574E-003
  4.100899999999999E-004  5.096838841853333E-003
  4.279199999999999E-004  5.097124960334814E-003
  4.457499999999999E-004  5.097422551850087E-003
  4.635799999999999E-004  5.097731651906659E-003
  4.814099999999999E-004  5.098052297297833E-003
  4.992400000000000E-004  5.098384526110302E-003
  5.170699999999999E-004  5.098728377732027E-003
  5.348999999999999E-004  5.099083892860426E-003
  5.527299999999999E-004  5.099451113510851E-003
  5.705599999999999E-004  5.099830083025304E-003
  5.883899999999999E-004  5.100220846081473E-003
  6.062199999999999E-004  5.100623448701960E-003
  6.240499999999999E-004  5.101037938264044E-003
  6.418799999999998E-004  5.101464363509456E-003
  6.597099999999999E-004  5.101902774554626E-003
  6.775399999999999E-004  5.102353222901204E-003
  6.953699999999998E-004  5.102815761446795E-003
  7.131999999999999E-004  5.103290444496259E-003
  7.310299999999999E-004  5.103777327772886E-003
  7.488599999999998E-004  5.104276468430392E-003
  7.666899999999999E-004  5.104787925064896E-003
  7.845199999999999E-004  5.105311757727286E-003
  8.023499999999999E-004  5.105848027936054E-003
  8.201799999999999E-004  5.106396798690279E-003
  8.380099999999998E-004  5.106958134483129E-003
  8.558399999999999E-004  5.107532101315537E-003
  8.736699999999999E-004  5.108118766710390E-003
  8.914999999999998E-004  5.108718199726929E-003
  9.093299999999999E-004  5.109330470975663E-003
  9.271599999999998E-004  5.109955652633431E-003
  9.449899999999998E-004  5.110593818459099E-003
  9.628199999999999E-004  5.111245043809479E-003
  9.806499999999998E-004  5.111909405655587E-003
  9.984799999999999E-004  5.112586982599434E-003
  1.016310000000000E-003  5.113277854891066E-003
  1.034140000000000E-003  5.113982104446200E-003
  1.051970000000000E-003  5.114699814864005E-003
  1.069800000000000E-003  5.115431071445546E-003
  1.087630000000000E-003  5.116175961212510E-003
  1.105460000000000E-003  5.116934572926369E-003
  1.123290000000000E-003  5.117706997108055E-003
  1.141120000000000E-003  5.118493326057969E-003
  1.158950000000000E-003  5.119293653876587E-003
  1.176780000000000E-003  5.120108076485328E-003
  1.194610000000000E-003  5.120936691648113E-003
  1.212440000000000E-003  5.121779598993228E-003
  1.230270000000000E-003  5.122636900035700E-003
  1.248100000000000E-003  5.123508698200263E-003
  1.265930000000000E-003  5.124395098844691E-003
  1.283760000000000E-003  5.125296209283785E-003
  1.301590000000000E-003  5.126212138813710E-003
  1.319420000000000E-003  5.127142998736998E-003
  1.337250000000000E-003  5.128088902388044E-003
  1.355080000000000E-003  5.129049965159156E-003
  1.372910000000000E-003  5.130026304527148E-003
  1.390740000000000E-003  5.131018040080461E-003
  1.408570000000000E-003  5.132025293546995E-003
  1.426400000000000E-003  5.133048188822409E-003
  1.444230000000000E-003  5.134086851999108E-003
  1.462060000000000E-003  5.135141411395693E-003
  1.479890000000000E-003  5.136211997587297E-003
  1.497720000000000E-003  5.137298743436347E-003
  1.515550000000000E-003  5.138401784123951E-003
  1.533380000000000E-003  5.139521257182153E-003
  1.551210000000000E-003  5.140657302526756E-003
  1.569040000000000E-003  5.141810062490749E-003
  1.586870000000000E-003  5.142979681858516E-003
  1.604700000000000E-003  5.144166307900900E-003
  1.622530000000000E-003  5.145370090410677E-003
  1.640360000000000E-003  5.146591181739145E-003
  1.658190000000000E-003  5.147829736833182E-003
  1.676020000000000E-003  5.149085913273255E-003
  1.693850000000000E-003  5.150359871312118E-003
  1.711680000000000E-003  5.151651773914451E-003
  1.729510000000000E-003  5.152961786797250E-003
  1.747340000000000E-003  5.154290078470932E-003
  1.765170000000000E-003  5.155636820281574E-003
